taxonID,seqID,log2FPKM+1,accessionNumber,blastHit,blastSpecies,gene,geneFamily,eValue,TPM,FPKM,assembler,output,genes_type,transcript_rank
Pssu0562,TRINITY_DN3958_c0_g1::TRINITY_DN3958_c0_g1_i3::g.8315::m.8315,7.020146573111776,gi|1446201935|gb|MH233091.1|,Spilotes sulphureus phospholipase B mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus phospholipase B mRNA, partial cds",PLB,0,34.55,128.8,Trinity,Merger,Toxin,24
Pssu0562,TRINITY_DN59600_c0_g1::TRINITY_DN59600_c0_g1_i1::g.13474::m.13474,6.936402377725063,gi|1446201968|gb|MH233107.1|,Spilotes sulphureus metalloproteinase inhibitor mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus metalloproteinase inhibitor mRNA, partial cds",SVMP,0,32.59,121.48,Trinity,Merger,Toxin,25
Pssu0562,TRINITY_DN373_c0_g1::TRINITY_DN373_c0_g1_i1::g.25444::m.25444,6.851124362886753,ETE66756.1_1,Opha Zinc finger protein with KRAB and SCAN domains 4  ,Ophiophagus hannah,Zinc finger protein with KRAB and SCAN domains 4  ,ThreeFTXs,0,30.7,114.45,Trinity,Merger,Toxin,26
Pssu0562,TRINITY_DN135_c0_g1::TRINITY_DN135_c0_g1_i14::g.18473::m.18473,6.824895114206393,gi|1446201983|gb|MH233114.1|,Spilotes sulphureus three finger toxin 5 mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus three-finger toxin 5 mRNA, partial cds",ThreeFTXs,2.69e-44,30.14,112.37,Trinity,Merger,Toxin,27
Pssu0562,TRINITY_DN2659_c0_g2::TRINITY_DN2659_c0_g2_i12::g.17001::m.17001,6.788555214928864,ETE67802.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,0,29.39,109.55,Trinity,Merger,Toxin,28
Pssu0562,TRINITY_DN2848_c0_g2::TRINITY_DN2848_c0_g2_i2::g.12840::m.12840,6.705977901682522,gi|537459154|gb|GAEP01001206.1|,TSA  Micrurus fulvius Mfulv ProteaseReg4 mRNA sequence,Micrurus fulvius,ProteaseReg4 mRNA sequence,SVSP,0,27.74,103.4,Trinity,Merger,Toxin,29
Pssu0562,TRINITY_DN1003_c1_g1::TRINITY_DN1003_c1_g1_i1::g.25236::m.25236,6.584962500721156,gi|752778926|gb|GBSH01001996.1|,TSA  Boiga irregularis Birre PlasminogenAct1 transcribed RNA sequence,Boiga irregularis,PlasminogenAct1 transcribed RNA sequence,SVSP,0,25.48,95,Trinity,Merger,Toxin,30
Pssu0562,TRINITY_DN1599_c0_g1::TRINITY_DN1599_c0_g1_i1::g.22665::m.22665,6.3878450129655775,gi|752777592|gb|GBSH01002601.1|,TSA  Boiga irregularis Birre SplicingFactor3b 5 transcribed RNA sequence,Boiga irregularis,SplicingFactor3b-5 transcribed RNA sequence,Other,2.71e-109,22.2,82.74,Trinity,Merger,Toxin,31
Pssu0562,TRINITY_DN1356_c0_g1::TRINITY_DN1356_c0_g1_i2::g.27845::m.27845,6.1141587687205465,gi|752782967|gb|GBSH01000049.1|,TSA  Boiga irregularis Birre 3FTx 8d transcribed RNA sequence,Boiga irregularis,3FTx-8d transcribed RNA sequence,ThreeFTXs,3.47e-39,18.32,68.27,Trinity,Merger,Toxin,32
Pssu0562,TRINITY_DN869_c0_g1::TRINITY_DN869_c0_g1_i2::g.4254::m.4254,6.015470807639381,gi|752778708|gb|GBSH01002099.1|,TSA  Boiga irregularis Birre Protease8 transcribed RNA sequence,Boiga irregularis,Protease8 transcribed RNA sequence,SVSP,0,17.08,63.69,Trinity,Merger,Toxin,33
Pssu0562,TRINITY_DN333_c1_g2::TRINITY_DN333_c1_g2_i10::g.25424::m.25424,5.967860271169155,ETE57819.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,5.97e-77,16.52,61.59,Trinity,Merger,Toxin,34
Pssu0562,TRINITY_DN5615_c0_g1::TRINITY_DN5615_c0_g1_i1::g.145::m.145,5.894817763307944,ETE59550.1_1,Opha Zinc finger and BTB domain containing protein 49  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 49  ,ThreeFTXs,8.29e-101,15.69,58.5,Trinity,Merger,Toxin,35
Pssu0562,TRINITY_DN68_c0_g4::TRINITY_DN68_c0_g4_i2::g.852::m.852,5.876025732722702,gi|1446201966|gb|MH233106.1|,Spilotes sulphureus cysteine rich secretory protein mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus cysteine-rich secretory protein mRNA, partial cds",CRISP,0,15.49,57.73,Trinity,Merger,Toxin,36
Pssu0562,TRINITY_DN4611_c0_g1::TRINITY_DN4611_c0_g1_i11::g.23994::m.23994,5.8636907136600955,gi|537459149|gb|GAEP01001207.1|,TSA  Micrurus fulvius Mfulv ProteaseReg7 mRNA sequence,Micrurus fulvius,ProteaseReg7 mRNA sequence,SVSP,0,15.35,57.23,Trinity,Merger,Toxin,37
Pssu0562,TRINITY_DN8155_c0_g1::TRINITY_DN8155_c0_g1_i6::g.15709::m.15709,5.836934011321092,gi|521755955|gb|GAAZ01001811.1|,TSA  Crotalus horridus PlasmaProteaseC1Inhib mRNA sequence,Crotalus horridus,PlasmaProteaseC1Inhib mRNA sequence,SVSP,0,15.07,56.16,Trinity,Merger,Toxin,38
Pssu0562,TRINITY_DN6597_c0_g2::TRINITY_DN6597_c0_g2_i1::g.11950::m.11950,5.825785627464791,gi|537458553|gb|GAEP01001315.1|,TSA  Micrurus fulvius Mfulv RINGFinger103 mRNA sequence,Micrurus fulvius,RINGFinger103 mRNA sequence,ThreeFTXs,0,14.95,55.72,Trinity,Merger,Toxin,39
Pssu0562,TRINITY_DN7046_c0_g2::TRINITY_DN7046_c0_g2_i10::g.21209::m.21209,5.69292928642903,ETE57746.1_1,Opha Cysteine protease ATG4D  ,Ophiophagus hannah,Cysteine protease ATG4D  ,SVSP,0,13.61,50.73,Trinity,Merger,Toxin,40
Pssu0562,TRINITY_DN5397_c0_g1::TRINITY_DN5397_c0_g1_i4::g.28802::m.28802,5.654206377944292,ETE58238.1_1,Opha Zinc finger CCHC type and RNA binding motif containing protein 1 ,Ophiophagus hannah,Zinc finger CCHC-type and RNA-binding motif-containing protein 1 ,ThreeFTXs,0,13.24,49.36,Trinity,Merger,Toxin,41
Pssu0562,TRINITY_DN6698_c1_g2::TRINITY_DN6698_c1_g2_i1::g.17936::m.17936,5.601102203376409,gi|752779200|gb|GBSH01001859.1|,TSA  Boiga irregularis Birre NUCr1D transcribed RNA sequence,Boiga irregularis,NUCr1D transcribed RNA sequence,Other,0,12.75,47.54,Trinity,Merger,Toxin,42
Pssu0562,TRINITY_DN3298_c0_g1::TRINITY_DN3298_c0_g1_i4::g.14732::m.14732,5.515699838284043,gi|1446201942|gb|MH233094.1|,Spilotes sulphureus three finger toxin 9 mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus three-finger toxin 9 mRNA, partial cds",ThreeFTXs,3.33e-37,12.01,44.75,Trinity,Merger,Toxin,43
Pssu0562,TRINITY_DN4431_c1_g1::TRINITY_DN4431_c1_g1_i2::g.29024::m.29024,5.458775699080244,gi|1446201944|gb|MH233095.1|,Spilotes sulphureus three finger toxin 12 mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus three-finger toxin 12 mRNA, partial cds",ThreeFTXs,6.64e-31,11.53,42.98,Trinity,Merger,Toxin,44
Pssu0562,TRINITY_DN1003_c1_g1::TRINITY_DN1003_c1_g1_i6::g.25237::m.25237,5.412781525338476,gi|752778926|gb|GBSH01001996.1|,TSA  Boiga irregularis Birre PlasminogenAct1 transcribed RNA sequence,Boiga irregularis,PlasminogenAct1 transcribed RNA sequence,SVSP,0,11.16,41.6,Trinity,Merger,Toxin,45
Pssu0562,TRINITY_DN652_c0_g1::TRINITY_DN652_c0_g1_i5::g.9193::m.9193,5.348374075191163,gi|752782981|gb|GBSH01000043.1|,TSA  Boiga irregularis Birre 3FTx 7b transcribed RNA sequence,Boiga irregularis,3FTx-7b transcribed RNA sequence,ThreeFTXs,3.58e-23,10.66,39.74,Trinity,Merger,Toxin,46
Pssu0562,TRINITY_DN51015_c0_g1::TRINITY_DN51015_c0_g1_i1::g.16607::m.16607,5.270902649167133,gi|752782917|gb|GBSH01000072.1|,TSA  Boiga irregularis Birre CTL 4 transcribed RNA sequence,Boiga irregularis,CTL-4 transcribed RNA sequence,Other,0,10.09,37.61,Trinity,Merger,Toxin,47
Pssu0562,TRINITY_DN163_c0_g1::TRINITY_DN163_c0_g1_i3::g.18637::m.18637,5.2630344058337934,gi|752778710|gb|GBSH01002098.1|,TSA  Boiga irregularis Birre Protease6B transcribed RNA sequence,Boiga irregularis,Protease6B transcribed RNA sequence,SVSP,0,10.03,37.4,Trinity,Merger,Toxin,48
Pssu0562,TRINITY_DN3448_c0_g1::TRINITY_DN3448_c0_g1_i3::g.11009::m.11009,5.227278994468321,ETE66795.1_1,Opha PHD finger protein 10  ,Ophiophagus hannah,PHD finger protein 10  ,ThreeFTXs,2.4e-52,9.78,36.46,Trinity,Merger,Toxin,49
Pssu0562,TRINITY_DN938_c0_g1::TRINITY_DN938_c0_g1_i1::g.21482::m.21482,5.218006150284427,gi|537457595|gb|GAEP01001470.1|,TSA  Micrurus fulvius SerArgRichSplicingFac 4 mRNA sequence,Micrurus fulvius,SerArgRichSplicingFac-4 mRNA sequence,Other,0,9.72,36.22,Trinity,Merger,Toxin,50
Pssu0562,TRINITY_DN7534_c0_g1::TRINITY_DN7534_c0_g1_i3::g.17674::m.17674,5.155425431747197,ETE66795.1_1,Opha PHD finger protein 10  ,Ophiophagus hannah,PHD finger protein 10  ,ThreeFTXs,0,9.29,34.64,Trinity,Merger,Toxin,51
Pssu0562,TRINITY_DN576_c0_g3::TRINITY_DN576_c0_g3_i1::g.20016::m.20016,5.152589069287125,ETE57563.1_1,Opha Zinc finger CCCH domain containing protein 13  ,Ophiophagus hannah,Zinc finger CCCH domain-containing protein 13  ,ThreeFTXs,1.75e-13,9.27,34.57,Trinity,Merger,Toxin,52
Pssu0562,TRINITY_DN1069_c0_g1::TRINITY_DN1069_c0_g1_i1::g.25309::m.25309,5.128870759465125,ETE73362.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,0,9.12,33.99,Trinity,Merger,Toxin,53
Pssu0562,TRINITY_DN13484_c0_g1::TRINITY_DN13484_c0_g1_i3::g.8163::m.8163,5.128458384146928,ETE64231.1_1,Opha Zinc finger protein DZIP1L  ,Ophiophagus hannah,Zinc finger protein DZIP1L  ,ThreeFTXs,0,9.12,33.98,Trinity,Merger,Toxin,54
Pssu0562,TRINITY_DN930_c0_g1::TRINITY_DN930_c0_g1_i13::g.21442::m.21442,5.111031312388744,ETE68993.1_1,Opha Ufm1 specific protease 2 ,Ophiophagus hannah,Ufm1-specific protease 2 ,SVSP,0,9,33.56,Trinity,Merger,Toxin,55
Pssu0562,TRINITY_DN5896_c0_g1::TRINITY_DN5896_c0_g1_i13::g.26062::m.26062,5.084489524936252,ETE68161.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,8.83,32.93,Trinity,Merger,Toxin,56
Pssu0562,TRINITY_DN1072_c1_g2::TRINITY_DN1072_c1_g2_i1::g.25032::m.25032,5.078097423026661,gi|752783005|gb|GBSH01000033.1|,TSA  Boiga irregularis Birre 3FTx 3k transcribed RNA sequence,Boiga irregularis,3FTx-3k transcribed RNA sequence,ThreeFTXs,7.33e-11,8.79,32.78,Trinity,Merger,Toxin,57
Pssu0562,TRINITY_DN4256_c0_g2::TRINITY_DN4256_c0_g2_i1::g.4869::m.4869,5.064365540263628,ETE66268.1_1,Opha Mitochondrial inner membrane protease subunit 1  ,Ophiophagus hannah,Mitochondrial inner membrane protease subunit 1  ,SVSP,0,8.71,32.46,Trinity,Merger,Toxin,58
Pssu0562,TRINITY_DN1567_c0_g2::TRINITY_DN1567_c0_g2_i7::g.22745::m.22745,5.040892430646901,ETE59315.1_1,Opha Cysteine and histidine rich protein 1 B  ,Ophiophagus hannah,Cysteine and histidine-rich protein 1-B  ,CRISP,0,8.56,31.92,Trinity,Merger,Toxin,59
Pssu0562,TRINITY_DN1470_c0_g2::TRINITY_DN1470_c0_g2_i5::g.15215::m.15215,5.0386995513055854,gi|1446201942|gb|MH233094.1|,Spilotes sulphureus three finger toxin 9 mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus three-finger toxin 9 mRNA, partial cds",ThreeFTXs,1.21e-19,8.55,31.87,Trinity,Merger,Toxin,60
Pssu0562,TRINITY_DN1064_c0_g1::TRINITY_DN1064_c0_g1_i13::g.25211::m.25211,5.00943675560809,ETE73455.1_1,Opha PHD and RING finger domain containing protein 1  ,Ophiophagus hannah,PHD and RING finger domain-containing protein 1  ,ThreeFTXs,1.6e-124,8.37,31.21,Trinity,Merger,Toxin,61
Pssu0562,TRINITY_DN6612_c0_g1::TRINITY_DN6612_c0_g1_i2::g.17757::m.17757,4.9941271140031285,gi|752782981|gb|GBSH01000043.1|,TSA  Boiga irregularis Birre 3FTx 7b transcribed RNA sequence,Boiga irregularis,3FTx-7b transcribed RNA sequence,ThreeFTXs,7.72e-26,8.28,30.87,Trinity,Merger,Toxin,62
Pssu0562,TRINITY_DN14059_c0_g1::TRINITY_DN14059_c0_g1_i1::g.29894::m.29894,4.933572638261024,ETE57819.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,6.51e-11,7.93,29.56,Trinity,Merger,Toxin,63
Pssu0562,TRINITY_DN6118_c1_g1::TRINITY_DN6118_c1_g1_i1::g.21774::m.21774,4.926473911256073,ETE61632.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,3.35e-153,7.89,29.41,Trinity,Merger,Toxin,64
Pssu0562,TRINITY_DN19033_c0_g2::TRINITY_DN19033_c0_g2_i1::g.27707::m.27707,4.925049964727359,gi|699235422|gb|GBSI01000670.1|,Htorq CytNUCIII transcribed RNA sequence,HypsiglenaÂ sp,CytNUCIII transcribed RNA sequence,Other,0,7.88,29.38,Trinity,Merger,Toxin,65
Pssu0562,TRINITY_DN11294_c0_g1::TRINITY_DN11294_c0_g1_i2::g.5691::m.5691,4.9140860970127225,ETE73015.1_1,Opha Bromodomain adjacent to zinc finger domain protein 1A  ,Ophiophagus hannah,Bromodomain adjacent to zinc finger domain protein 1A  ,ThreeFTXs,9.29e-43,7.82,29.15,Trinity,Merger,Toxin,66
Pssu0562,TRINITY_DN7046_c0_g2::TRINITY_DN7046_c0_g2_i21::g.21203::m.21203,4.880685525261125,ETE57746.1_1,Opha Cysteine protease ATG4D  ,Ophiophagus hannah,Cysteine protease ATG4D  ,SVSP,4.39e-142,7.64,28.46,Trinity,Merger,Toxin,67
Pssu0562,TRINITY_DN4839_c0_g1::TRINITY_DN4839_c0_g1_i4::g.18983::m.18983,4.877744249949002,gi|1446201942|gb|MH233094.1|,Spilotes sulphureus three finger toxin 9 mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus three-finger toxin 9 mRNA, partial cds",ThreeFTXs,2.03e-30,7.62,28.4,Trinity,Merger,Toxin,68
Pssu0562,TRINITY_DN3552_c1_g1::TRINITY_DN3552_c1_g1_i7::g.16630::m.16630,4.862451391325582,ETE57819.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,2.52e-72,7.54,28.09,Trinity,Merger,Toxin,69
Pssu0562,TRINITY_DN4307_c0_g1::TRINITY_DN4307_c0_g1_i4::g.10597::m.10597,4.861459166361513,ETE64729.1_1,Opha Serine protease inhibitor Kazal type 5 ,Ophiophagus hannah,Serine protease inhibitor Kazal-type 5 ,SVSP,0,7.53,28.07,Trinity,Merger,Toxin,70
Pssu0562,TRINITY_DN2013_c0_g1::TRINITY_DN2013_c0_g1_i12::g.2343::m.2343,4.842476062993939,gi|699236661|gb|GBSI01000050.1|,Htorq SVMPIII 12a transcribed RNA sequence,HypsiglenaÂ sp,SVMPIII-12a transcribed RNA sequence,SVMP,0,7.43,27.69,Trinity,Merger,Toxin,71
Pssu0562,TRINITY_DN10423_c0_g2::TRINITY_DN10423_c0_g2_i1::g.6018::m.6018,4.821199978056451,gi|537459525|gb|GAEP01001140.1|,TSA  Micrurus fulvius Mfulv PLA2XIIA mRNA sequence,Micrurus fulvius,PLA2XIIA mRNA sequence,PLA2,0,7.32,27.27,Trinity,Merger,Toxin,72
Pssu0562,TRINITY_DN4316_c0_g1::TRINITY_DN4316_c0_g1_i1::g.10691::m.10691,4.792855352362489,ETE72742.1_1,Opha RING finger protein 32  ,Ophiophagus hannah,RING finger protein 32  ,ThreeFTXs,0,7.17,26.72,Trinity,Merger,Toxin,73
Pssu0562,TRINITY_DN270_c0_g1::TRINITY_DN270_c0_g1_i3::g.7961::m.7961,4.789729251375769,gi|537458565|gb|GAEP01001313.1|,TSA  Micrurus fulvius Mfulv RINGFinger 10 mRNA sequence,Micrurus fulvius,RINGFinger-10 mRNA sequence,ThreeFTXs,0,7.15,26.66,Trinity,Merger,Toxin,74
Pssu0562,TRINITY_DN6759_c0_g1::TRINITY_DN6759_c0_g1_i1::g.7392::m.7392,4.7797850053011315,gi|537444929|gb|GAEP01001982.1|,TSA  Micrurus fulvius Mfulv Kunitz 1a seq mRNA sequence,Micrurus fulvius,Kunitz-1a.seq mRNA sequence,KUNITZ,1.87e-101,7.1,26.47,Trinity,Merger,Toxin,75
Pssu0562,TRINITY_DN47940_c0_g1::TRINITY_DN47940_c0_g1_i1::g.8057::m.8057,4.754887502163468,ETE66298.1_1,Opha Zinc finger MYM type protein 4 ,Ophiophagus hannah,Zinc finger MYM-type protein 4 ,ThreeFTXs,2.99e-45,6.97,26,Trinity,Merger,Toxin,76
Pssu0562,TRINITY_DN23345_c0_g2::TRINITY_DN23345_c0_g2_i4::g.7571::m.7571,4.699884728697476,ETE61564.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,6.7,24.99,Trinity,Merger,Toxin,77
Pssu0562,TRINITY_DN32554_c0_g1::TRINITY_DN32554_c0_g1_i2::g.25958::m.25958,4.66732447027863,gi|752783036|gb|GBSH01000019.1|,TSA  Boiga irregularis Birre 3FTx 2d transcribed RNA sequence,Boiga irregularis,3FTx-2d transcribed RNA sequence,ThreeFTXs,1.75e-21,6.55,24.41,Trinity,Merger,Toxin,78
Pssu0562,TRINITY_DN30161_c0_g1::TRINITY_DN30161_c0_g1_i1::g.5274::m.5274,4.666756591884804,ETE72494.1_1,Opha Myeloid zinc finger 1  ,Ophiophagus hannah,Myeloid zinc finger 1  ,ThreeFTXs,0,6.55,24.4,Trinity,Merger,Toxin,79
Pssu0562,TRINITY_DN270_c0_g1::TRINITY_DN270_c0_g1_i1::g.7963::m.7963,4.652486494918165,ETE64334.1_1,Opha RING finger protein 10  ,Ophiophagus hannah,RING finger protein 10  ,ThreeFTXs,3.08e-113,6.48,24.15,Trinity,Merger,Toxin,80
Pssu0562,TRINITY_DN1229_c0_g1::TRINITY_DN1229_c0_g1_i8::g.20745::m.20745,4.62993940943954,gi|752781036|gb|GBSH01000956.1|,TSA  Boiga irregularis Birre ElongFattyAcid5 transcribed RNA sequence,Boiga irregularis,ElongFattyAcid5 transcribed RNA sequence,Other,0,6.37,23.76,Trinity,Merger,Toxin,81
