taxonID,seqID,log2FPKM+1,accessionNumber,blastHit,blastSpecies,gene,geneFamily,eValue,TPM,FPKM,assembler,output,genes_type,transcript_rank
Chmu3577La,TRINITY_DN4860_c0_g1::TRINITY_DN4860_c0_g1_i1::g.27406::m.27406,7.044394119358453,gi|537459149|gb|GAEP01001207.1|,TSA  Micrurus fulvius Mfulv ProteaseReg7 mRNA sequence,Micrurus fulvius,ProteaseReg7 mRNA sequence,SVSP,0,32.78,131,Trinity,Merger,Toxin,28
Chmu3577La,TRINITY_DN990_c0_g1::TRINITY_DN990_c0_g1_i2::g.31172::m.31172,6.949651651195215,gi|537457595|gb|GAEP01001470.1|,TSA  Micrurus fulvius SerArgRichSplicingFac 4 mRNA sequence,Micrurus fulvius,SerArgRichSplicingFac-4 mRNA sequence,Other,0,30.68,122.61,Trinity,Merger,Toxin,29
Chmu3577La,TRINITY_DN6930_c0_g1::TRINITY_DN6930_c0_g1_i1::g.4863::m.4863,6.835292504380046,gi|752778356|gb|GBSH01002267.1|,TSA  Boiga irregularis Birre RibPPKin2 transcribed RNA sequence,Boiga irregularis,RibPPKin2 transcribed RNA sequence,Other,0,28.33,113.19,Trinity,Merger,Toxin,30
Chmu3577La,TRINITY_DN548_c0_g1::TRINITY_DN548_c0_g1_i2::g.28720::m.28720,6.584661907941469,gi|537458565|gb|GAEP01001313.1|,TSA  Micrurus fulvius Mfulv RINGFinger 10 mRNA sequence,Micrurus fulvius,RINGFinger-10 mRNA sequence,ThreeFTXs,0,23.77,94.98,Trinity,Merger,Toxin,31
Chmu3577La,TRINITY_DN1256_c0_g1::TRINITY_DN1256_c0_g1_i1::g.29971::m.29971,6.577126661307052,ETE57861.1_1,Opha PHD finger protein 23  ,Ophiophagus hannah,PHD finger protein 23  ,ThreeFTXs,2.61e-160,23.65,94.48,Trinity,Merger,Toxin,32
Chmu3577La,TRINITY_DN2759_c0_g2::TRINITY_DN2759_c0_g2_i1::g.9451::m.9451,6.562547724199122,gi|752778708|gb|GBSH01002099.1|,TSA  Boiga irregularis Birre Protease8 transcribed RNA sequence,Boiga irregularis,Protease8 transcribed RNA sequence,SVSP,0,23.41,93.52,Trinity,Merger,Toxin,33
Chmu3577La,TRINITY_DN38685_c0_g1::TRINITY_DN38685_c0_g1_i1::g.44709::m.44709,6.51853513898218,gi|752778946|gb|GBSH01001986.1|,TSA  Boiga irregularis Birre PLA2Inh 1 transcribed RNA sequence,Boiga irregularis,PLA2Inh-1 transcribed RNA sequence,PLA2,0,22.7,90.68,Trinity,Merger,Toxin,34
Chmu3577La,TRINITY_DN2215_c0_g2::TRINITY_DN2215_c0_g2_i3::g.40834::m.40834,6.438292851579146,gi|537459154|gb|GAEP01001206.1|,TSA  Micrurus fulvius Mfulv ProteaseReg4 mRNA sequence,Micrurus fulvius,ProteaseReg4 mRNA sequence,SVSP,0,21.45,85.72,Trinity,Merger,Toxin,35
Chmu3577La,TRINITY_DN3373_c2_g2::TRINITY_DN3373_c2_g2_i1::g.32300::m.32300,6.15562781584529,ETE66756.1_1,Opha Zinc finger protein with KRAB and SCAN domains 4  ,Ophiophagus hannah,Zinc finger protein with KRAB and SCAN domains 4  ,ThreeFTXs,0,17.59,70.29,Trinity,Merger,Toxin,36
Chmu3577La,TRINITY_DN1961_c0_g1::TRINITY_DN1961_c0_g1_i3::g.18758::m.18758,6.127839600075298,gi|752778326|gb|GBSH01002282.1|,TSA  Boiga irregularis Birre RINGFinger 141 transcribed RNA sequence,Boiga irregularis,RINGFinger-141 transcribed RNA sequence,ThreeFTXs,0,17.25,68.93,Trinity,Merger,Toxin,37
Chmu3577La,TRINITY_DN649_c0_g1::TRINITY_DN649_c0_g1_i13::g.12832::m.12832,6.1039172107520665,gi|537459525|gb|GAEP01001140.1|,TSA  Micrurus fulvius Mfulv PLA2XIIA mRNA sequence,Micrurus fulvius,PLA2XIIA mRNA sequence,PLA2,0,16.96,67.78,Trinity,Merger,Toxin,38
Chmu3577La,TRINITY_DN55919_c0_g1::TRINITY_DN55919_c0_g1_i1::g.44775::m.44775,5.922435740233148,ETE72494.1_1,Opha Myeloid zinc finger 1  ,Ophiophagus hannah,Myeloid zinc finger 1  ,ThreeFTXs,0,14.93,59.65,Trinity,Merger,Toxin,39
Chmu3577La,TRINITY_DN1284_c0_g1::TRINITY_DN1284_c0_g1_i2::g.30321::m.30321,5.781097381486317,ETE67802.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,0,13.51,53.99,Trinity,Merger,Toxin,40
Chmu3577La,TRINITY_DN3909_c1_g1::TRINITY_DN3909_c1_g1_i1::g.12226::m.12226,5.772149590784542,gi|752778710|gb|GBSH01002098.1|,TSA  Boiga irregularis Birre Protease6B transcribed RNA sequence,Boiga irregularis,Protease6B transcribed RNA sequence,SVSP,0,13.43,53.65,Trinity,Merger,Toxin,41
Chmu3577La,TRINITY_DN454_c2_g1::TRINITY_DN454_c2_g1_i2::g.3402::m.3402,5.743353390944915,ETE59506.1_1,Opha RanBP type and C3HC4 type zinc finger containing protein 1 ,Ophiophagus hannah,RanBP-type and C3HC4-type zinc finger-containing protein 1 ,ThreeFTXs,0,13.16,52.57,Trinity,Merger,Toxin,42
Chmu3577La,TRINITY_DN5676_c0_g1::TRINITY_DN5676_c0_g1_i1::g.45::m.45,5.620879611355415,ETE61605.1_1,Opha Macrge metalloelastase  ,Ophiophagus hannah,Macrge metalloelastase  ,SVMP,0,12.06,48.21,Trinity,Merger,Toxin,43
Chmu3577La,TRINITY_DN46059_c0_g1::TRINITY_DN46059_c0_g1_i1::g.12276::m.12276,5.561326136453918,gi|1446201968|gb|MH233107.1|,Spilotes sulphureus metalloproteinase inhibitor mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus metalloproteinase inhibitor mRNA, partial cds",SVMP,0,11.57,46.22,Trinity,Merger,Toxin,44
Chmu3577La,TRINITY_DN1176_c0_g1::TRINITY_DN1176_c0_g1_i4::g.4477::m.4477,5.557961426893196,ETE69884.1_1,Opha tRNA selenocysteine 1 associated protein 1 ,Ophiophagus hannah,tRNA selenocysteine 1-associated protein 1 ,CRISP,0,11.54,46.11,Trinity,Merger,Toxin,45
Chmu3577La,TRINITY_DN869_c0_g1::TRINITY_DN869_c0_g1_i2::g.5676::m.5676,5.50747752951693,ETE68161.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,11.13,44.49,Trinity,Merger,Toxin,46
Chmu3577La,TRINITY_DN197_c1_g1::TRINITY_DN197_c1_g1_i28::g.26998::m.26998,5.463033855317493,gi|387016503|gb|JU174845.1|,TSA  Crotalus adamanteus Cadam InsulinGF1Rec  mRNA sequence,Crotalus adamanteus,"InsulinGF1Rec, mRNA sequence",Other,3.42e-26,10.79,43.11,Trinity,Merger,Toxin,47
Chmu3577La,TRINITY_DN1570_c0_g1::TRINITY_DN1570_c0_g1_i1::g.33121::m.33121,5.459431618637297,gi|752779202|gb|GBSH01001858.1|,TSA  Boiga irregularis Birre NUCr1 transcribed RNA sequence,Boiga irregularis,NUCr1 transcribed RNA sequence,Other,0,10.76,43,Trinity,Merger,Toxin,48
Chmu3577La,TRINITY_DN2246_c0_g1::TRINITY_DN2246_c0_g1_i1::g.40730::m.40730,5.445925298579273,gi|752781036|gb|GBSH01000956.1|,TSA  Boiga irregularis Birre ElongFattyAcid5 transcribed RNA sequence,Boiga irregularis,ElongFattyAcid5 transcribed RNA sequence,Other,0,10.66,42.59,Trinity,Merger,Toxin,49
Chmu3577La,TRINITY_DN6556_c0_g1::TRINITY_DN6556_c0_g1_i2::g.17013::m.17013,5.345183447187665,gi|752782913|gb|GBSH01000074.1|,TSA  Boiga irregularis Birre CTL 6 transcribed RNA sequence,Boiga irregularis,CTL-6 transcribed RNA sequence,Other,0,9.92,39.65,Trinity,Merger,Toxin,50
Chmu3577La,TRINITY_DN1425_c0_g1::TRINITY_DN1425_c0_g1_i1::g.22393::m.22393,5.3197624276692475,ETE57746.1_1,Opha Cysteine protease ATG4D  ,Ophiophagus hannah,Cysteine protease ATG4D  ,SVSP,0,9.75,38.94,Trinity,Merger,Toxin,51
Chmu3577La,TRINITY_DN477_c0_g1::TRINITY_DN477_c0_g1_i12::g.3906::m.3906,5.318316841334983,ETE59315.1_1,Opha Cysteine and histidine rich protein 1 B  ,Ophiophagus hannah,Cysteine and histidine-rich protein 1-B  ,CRISP,0,9.74,38.9,Trinity,Merger,Toxin,52
Chmu3577La,TRINITY_DN848_c1_g1::TRINITY_DN848_c1_g1_i1::g.5521::m.5521,5.299757511839318,gi|752779243|gb|GBSH01001838.1|,TSA  Boiga irregularis Birre NUC transcribed RNA sequence,Boiga irregularis,NUC transcribed RNA sequence,Other,2.03e-125,9.61,38.39,Trinity,Merger,Toxin,53
Chmu3577La,TRINITY_DN2550_c0_g1::TRINITY_DN2550_c0_g1_i1::g.15983::m.15983,5.2712762591759255,ETE66795.1_1,Opha PHD finger protein 10  ,Ophiophagus hannah,PHD finger protein 10  ,ThreeFTXs,0,9.41,37.62,Trinity,Merger,Toxin,54
Chmu3577La,TRINITY_DN685_c0_g1::TRINITY_DN685_c0_g1_i2::g.13178::m.13178,5.234194722953812,ETE69062.1_1,Opha Zinc finger protein 36  C3H1 type like 2  ,Ophiophagus hannah,"Zinc finger protein 36, C3H1 type-like 2  ",ThreeFTXs,4.5e-153,9.17,36.64,Trinity,Merger,Toxin,55
Chmu3577La,TRINITY_DN2533_c0_g1::TRINITY_DN2533_c0_g1_i3::g.16020::m.16020,5.221490455042056,gi|537458532|gb|GAEP01001319.1|,TSA  Micrurus fulvius Mfulv RINGFinger215 mRNA sequence,Micrurus fulvius,RINGFinger215 mRNA sequence,ThreeFTXs,0,9.09,36.31,Trinity,Merger,Toxin,56
Chmu3577La,TRINITY_DN1517_c0_g1::TRINITY_DN1517_c0_g1_i1::g.33071::m.33071,5.218393711076788,ETE62690.1_1,Opha Matrix metalloproteinase 9 ,Ophiophagus hannah,Matrix metalloproteinase-9 ,SVMP,0,9.07,36.23,Trinity,Merger,Toxin,57
Chmu3577La,TRINITY_DN391_c0_g2::TRINITY_DN391_c0_g2_i1::g.37734::m.37734,5.15704371014558,ETE56250.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,3e-121,8.68,34.68,Trinity,Merger,Toxin,58
Chmu3577La,TRINITY_DN431_c5_g1::TRINITY_DN431_c5_g1_i1::g.3477::m.3477,5.034743949324734,gi|537458553|gb|GAEP01001315.1|,TSA  Micrurus fulvius Mfulv RINGFinger103 mRNA sequence,Micrurus fulvius,RINGFinger103 mRNA sequence,ThreeFTXs,0,7.95,31.78,Trinity,Merger,Toxin,59
Chmu3577La,TRINITY_DN3438_c1_g1::TRINITY_DN3438_c1_g1_i1::g.15513::m.15513,5.032100843167024,gi|1446201956|gb|MH233101.1|,Spilotes sulphureus Kunitz type protease inhibitor mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus Kunitz-type protease inhibitor mRNA, partial cds",KUNITZ,0,7.94,31.72,Trinity,Merger,Toxin,60
Chmu3577La,TRINITY_DN2121_c0_g3::TRINITY_DN2121_c0_g3_i2::g.29508::m.29508,5.030336078370959,gi|752778328|gb|GBSH01002281.1|,TSA  Boiga irregularis Birre RINGFinger 121 transcribed RNA sequence,Boiga irregularis,RINGFinger-121 transcribed RNA sequence,ThreeFTXs,0,7.93,31.68,Trinity,Merger,Toxin,61
Chmu3577La,TRINITY_DN3338_c0_g1::TRINITY_DN3338_c0_g1_i1::g.32374::m.32374,5.028127082317139,ETE71267.1_1,Opha putative ATP dependent Clp protease proteolytic subunit  ,Ophiophagus hannah,putative ATP-dependent Clp protease proteolytic subunit  ,SVSP,0,7.92,31.63,Trinity,Merger,Toxin,62
Chmu3577La,TRINITY_DN2104_c0_g1::TRINITY_DN2104_c0_g1_i1::g.29330::m.29330,5.0192571186810815,ETE69157.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,7.87,31.43,Trinity,Merger,Toxin,63
Chmu3577La,TRINITY_DN91_c0_g1::TRINITY_DN91_c0_g1_i9::g.1580::m.1580,4.9429835981871015,gi|752778936|gb|GBSH01001991.1|,TSA  Boiga irregularis Birre PLA2InhB transcribed RNA sequence,Boiga irregularis,PLA2InhB transcribed RNA sequence,PLA2,2.64e-147,7.45,29.76,Trinity,Merger,Toxin,64
Chmu3577La,TRINITY_DN1782_c0_g2::TRINITY_DN1782_c0_g2_i2::g.25210::m.25210,4.9025560053446275,ETE68580.1_1,Opha GATA zinc finger domain containing protein 1  ,Ophiophagus hannah,GATA zinc finger domain-containing protein 1  ,ThreeFTXs,2.77e-91,7.24,28.91,Trinity,Merger,Toxin,65
Chmu3577La,TRINITY_DN14558_c0_g1::TRINITY_DN14558_c0_g1_i2::g.20124::m.20124,4.843983844048327,ETE57861.1_1,Opha PHD finger protein 23  ,Ophiophagus hannah,PHD finger protein 23  ,ThreeFTXs,2.73e-171,6.94,27.72,Trinity,Merger,Toxin,66
Chmu3577La,TRINITY_DN2399_c1_g1::TRINITY_DN2399_c1_g1_i1::g.21478::m.21478,4.797531839571962,gi|537459527|gb|GAEP01001139.1|,TSA  Micrurus fulvius Mfulv PLA2cyt mRNA sequence,Micrurus fulvius,PLA2cyt mRNA sequence,PLA2,0,6.71,26.81,Trinity,Merger,Toxin,67
Chmu3577La,TRINITY_DN1270_c0_g1::TRINITY_DN1270_c0_g1_i13::g.30300::m.30300,4.786073551578548,ETE71614.1_1,Opha TRAF type zinc finger domain containing protein 1  ,Ophiophagus hannah,TRAF-type zinc finger domain-containing protein 1  ,ThreeFTXs,0,6.66,26.59,Trinity,Merger,Toxin,68
Chmu3577La,TRINITY_DN5866_c0_g2::TRINITY_DN5866_c0_g2_i4::g.38244::m.38244,4.782932704820836,ETE57932.1_1,Opha Serine protease 23  ,Ophiophagus hannah,Serine protease 23  ,SVSP,0,6.64,26.53,Trinity,Merger,Toxin,69
Chmu3577La,TRINITY_DN763_c1_g1::TRINITY_DN763_c1_g1_i3::g.39745::m.39745,4.780835001738229,ETE62980.1_1,Opha putative phospholipase B like 2  ,Ophiophagus hannah,putative phospholipase B-like 2  ,PLB,0,6.63,26.49,Trinity,Merger,Toxin,70
Chmu3577La,TRINITY_DN1237_c1_g1::TRINITY_DN1237_c1_g1_i2::g.30126::m.30126,4.682011390800693,ETE57819.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,1.06e-63,6.17,24.67,Trinity,Merger,Toxin,71
Chmu3577La,TRINITY_DN4701_c0_g1::TRINITY_DN4701_c0_g1_i3::g.498::m.498,4.655924213083815,ETE61110.1_1,Opha Cysteine rich protein 2  ,Ophiophagus hannah,Cysteine-rich protein 2  ,CRISP,0,6.06,24.21,Trinity,Merger,Toxin,72
Chmu3577La,TRINITY_DN10120_c0_g3::TRINITY_DN10120_c0_g3_i2::g.42300::m.42300,4.649615459063409,ETE63823.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,2.23e-6,6.03,24.1,Trinity,Merger,Toxin,73
Chmu3577La,TRINITY_DN869_c0_g1::TRINITY_DN869_c0_g1_i5::g.5652::m.5652,4.639810977716776,ETE68161.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,5.99,23.93,Trinity,Merger,Toxin,74
Chmu3577La,TRINITY_DN4084_c0_g1::TRINITY_DN4084_c0_g1_i10::g.12512::m.12512,4.6194130105979365,ETE63823.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,2.2e-6,5.9,23.58,Trinity,Merger,Toxin,75
Chmu3577La,TRINITY_DN2569_c0_g2::TRINITY_DN2569_c0_g2_i7::g.15861::m.15861,4.615298579092115,ETE65188.1_1,Opha Matrix metalloproteinase 15 ,Ophiophagus hannah,Matrix metalloproteinase-15 ,SVMP,6.2e-147,5.88,23.51,Trinity,Merger,Toxin,76
Chmu3577La,TRINITY_DN4037_c0_g1::TRINITY_DN4037_c0_g1_i1::g.12598::m.12598,4.615298579092115,gi|752781998|gb|GBSH01000508.1|,TSA  Boiga irregularis Birre CAAXProtease transcribed RNA sequence,Boiga irregularis,CAAXProtease transcribed RNA sequence,SVSP,0,5.89,23.51,Trinity,Merger,Toxin,77
Chmu3577La,TRINITY_DN4620_c1_g2::TRINITY_DN4620_c1_g2_i1::g.35074::m.35074,4.611172380044005,ETE67338.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,3.04e-6,5.87,23.44,Trinity,Merger,Toxin,78
Chmu3577La,TRINITY_DN12314_c0_g1::TRINITY_DN12314_c0_g1_i2::g.17394::m.17394,4.587964988882679,gi|752776302|gb|GBSH01003202.1|,TSA  Boiga irregularis Birre ZnFinger CCCH 7A transcribed RNA sequence,Boiga irregularis,ZnFinger-CCCH-7A transcribed RNA sequence,ThreeFTXs,0,5.77,23.05,Trinity,Merger,Toxin,79
Chmu3577La,TRINITY_DN1782_c0_g2::TRINITY_DN1782_c0_g2_i1::g.25207::m.25207,4.578938713093386,ETE68580.1_1,Opha GATA zinc finger domain containing protein 1  ,Ophiophagus hannah,GATA zinc finger domain-containing protein 1  ,ThreeFTXs,0,5.73,22.9,Trinity,Merger,Toxin,80
Chmu3577La,TRINITY_DN4112_c0_g1::TRINITY_DN4112_c0_g1_i1::g.20400::m.20400,4.547819956577703,gi|752779249|gb|GBSH01001835.1|,TSA  Boiga irregularis Birre NUC10 transcribed RNA sequence,Boiga irregularis,NUC10 transcribed RNA sequence,Other,0,5.6,22.39,Trinity,Merger,Toxin,81
