taxonID,seqID,log2FPKM+1,accessionNumber,blastHit,blastSpecies,gene,geneFamily,eValue,TPM,FPKM,assembler,output,genes_type,transcript_rank
Chmu3332VG,TRINITY_DN2024_c0_g1::TRINITY_DN2024_c0_g1_i1::g.1398::m.1398,4.509695841933387,gi|537459149|gb|GAEP01001207.1|,TSA  Micrurus fulvius Mfulv ProteaseReg7 mRNA sequence,Micrurus fulvius,ProteaseReg7 mRNA sequence,SVSP,0,7.19,21.78,Trinity,Merger,Toxin,11
Chmu3332VG,TRINITY_DN11153_c0_g1::TRINITY_DN11153_c0_g1_i1::g.8959::m.8959,4.405311682597445,gi|752778705|gb|GBSH01002100.1|,TSA  Boiga irregularis Birre ProteaseReg 6A transcribed RNA sequence,Boiga irregularis,ProteaseReg-6A transcribed RNA sequence,SVSP,0,6.66,20.19,Trinity,Merger,Toxin,12
Chmu3332VG,TRINITY_DN1793_c0_g1::TRINITY_DN1793_c0_g1_i1::g.9554::m.9554,4.186659017202113,gi|537457595|gb|GAEP01001470.1|,TSA  Micrurus fulvius SerArgRichSplicingFac 4 mRNA sequence,Micrurus fulvius,SerArgRichSplicingFac-4 mRNA sequence,Other,0,5.68,17.21,Trinity,Merger,Toxin,13
Chmu3332VG,TRINITY_DN521_c0_g1::TRINITY_DN521_c0_g1_i2::g.11136::m.11136,4.174725987706133,gi|537458565|gb|GAEP01001313.1|,TSA  Micrurus fulvius Mfulv RINGFinger 10 mRNA sequence,Micrurus fulvius,RINGFinger-10 mRNA sequence,ThreeFTXs,0,5.63,17.06,Trinity,Merger,Toxin,14
Chmu3332VG,TRINITY_DN389_c0_g2::TRINITY_DN389_c0_g2_i5::g.14018::m.14018,4.145677455195635,ETE68161.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,5.51,16.7,Trinity,Merger,Toxin,15
Chmu3332VG,TRINITY_DN700_c0_g2::TRINITY_DN700_c0_g2_i1::g.14508::m.14508,3.9763636357327616,gi|752778328|gb|GBSH01002281.1|,TSA  Boiga irregularis Birre RINGFinger 121 transcribed RNA sequence,Boiga irregularis,RINGFinger-121 transcribed RNA sequence,ThreeFTXs,0,4.86,14.74,Trinity,Merger,Toxin,16
Chmu3332VG,TRINITY_DN7291_c0_g1::TRINITY_DN7291_c0_g1_i2::g.8927::m.8927,3.899175630480513,gi|752778326|gb|GBSH01002282.1|,TSA  Boiga irregularis Birre RINGFinger 141 transcribed RNA sequence,Boiga irregularis,RINGFinger-141 transcribed RNA sequence,ThreeFTXs,0,4.59,13.92,Trinity,Merger,Toxin,17
Chmu3332VG,TRINITY_DN19869_c0_g1::TRINITY_DN19869_c0_g1_i1::g.10563::m.10563,3.8399595874895316,gi|537458553|gb|GAEP01001315.1|,TSA  Micrurus fulvius Mfulv RINGFinger103 mRNA sequence,Micrurus fulvius,RINGFinger103 mRNA sequence,ThreeFTXs,0,4.39,13.32,Trinity,Merger,Toxin,18
Chmu3332VG,TRINITY_DN3547_c0_g1::TRINITY_DN3547_c0_g1_i1::g.9266::m.9266,3.8399595874895316,gi|537459154|gb|GAEP01001206.1|,TSA  Micrurus fulvius Mfulv ProteaseReg4 mRNA sequence,Micrurus fulvius,ProteaseReg4 mRNA sequence,SVSP,0,4.39,13.32,Trinity,Merger,Toxin,19
Chmu3332VG,TRINITY_DN20285_c0_g1::TRINITY_DN20285_c0_g1_i1::g.3383::m.3383,3.814550423461808,gi|752778708|gb|GBSH01002099.1|,TSA  Boiga irregularis Birre Protease8 transcribed RNA sequence,Boiga irregularis,Protease8 transcribed RNA sequence,SVSP,0,4.31,13.07,Trinity,Merger,Toxin,20
Chmu3332VG,TRINITY_DN2703_c0_g1::TRINITY_DN2703_c0_g1_i1::g.4030::m.4030,3.7463127664254587,gi|1446201956|gb|MH233101.1|,Spilotes sulphureus Kunitz type protease inhibitor mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus Kunitz-type protease inhibitor mRNA, partial cds",KUNITZ,0,4.1,12.42,Trinity,Merger,Toxin,21
Chmu3332VG,TRINITY_DN416_c0_g1::TRINITY_DN416_c0_g1_i12::g.1650::m.1650,3.73768676140986,ETE59315.1_1,Opha Cysteine and histidine rich protein 1 B  ,Ophiophagus hannah,Cysteine and histidine-rich protein 1-B  ,CRISP,0,4.07,12.34,Trinity,Merger,Toxin,22
Chmu3332VG,TRINITY_DN18197_c0_g1::TRINITY_DN18197_c0_g1_i1::g.5785::m.5785,3.542258049766918,gi|752782917|gb|GBSH01000072.1|,TSA  Boiga irregularis Birre CTL 4 transcribed RNA sequence,Boiga irregularis,CTL-4 transcribed RNA sequence,Other,0,3.52,10.65,Trinity,Merger,Toxin,23
Chmu3332VG,TRINITY_DN4908_c0_g1::TRINITY_DN4908_c0_g1_i1::g.14276::m.14276,3.495695162624069,ETE69157.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,3.39,10.28,Trinity,Merger,Toxin,24
Chmu3332VG,TRINITY_DN1013_c0_g1::TRINITY_DN1013_c0_g1_i1::g.13472::m.13472,3.48155728070859,ETE69884.1_1,Opha tRNA selenocysteine 1 associated protein 1 ,Ophiophagus hannah,tRNA selenocysteine 1-associated protein 1 ,CRISP,0,3.35,10.17,Trinity,Merger,Toxin,25
Chmu3332VG,TRINITY_DN1984_c0_g1::TRINITY_DN1984_c0_g1_i1::g.7468::m.7468,3.48155728070859,ETE70210.1_1,Opha PHD finger protein 14  ,Ophiophagus hannah,PHD finger protein 14  ,ThreeFTXs,0,3.36,10.17,Trinity,Merger,Toxin,26
Chmu3332VG,TRINITY_DN51_c0_g1::TRINITY_DN51_c0_g1_i2::g.829::m.829,3.4789718050329426,gi|752782911|gb|GBSH01000075.1|,TSA  Boiga irregularis Birre CTL 7 transcribed RNA sequence,Boiga irregularis,CTL-7 transcribed RNA sequence,Other,6.06e-132,3.35,10.15,Trinity,Merger,Toxin,27
Chmu3332VG,TRINITY_DN1646_c0_g1::TRINITY_DN1646_c0_g1_i1::g.16112::m.16112,3.4776773275653072,ETE59506.1_1,Opha RanBP type and C3HC4 type zinc finger containing protein 1 ,Ophiophagus hannah,RanBP-type and C3HC4-type zinc finger-containing protein 1 ,ThreeFTXs,0,3.35,10.14,Trinity,Merger,Toxin,28
Chmu3332VG,TRINITY_DN10037_c0_g1::TRINITY_DN10037_c0_g1_i1::g.5896::m.5896,3.4342946179599254,ETE66756.1_1,Opha Zinc finger protein with KRAB and SCAN domains 4  ,Ophiophagus hannah,Zinc finger protein with KRAB and SCAN domains 4  ,ThreeFTXs,0,3.24,9.81,Trinity,Merger,Toxin,29
Chmu3332VG,TRINITY_DN3072_c0_g1::TRINITY_DN3072_c0_g1_i1::g.10819::m.10819,3.4342946179599254,ETE57819.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,5.8e-36,3.24,9.81,Trinity,Merger,Toxin,30
Chmu3332VG,TRINITY_DN3283_c0_g1::TRINITY_DN3283_c0_g1_i1::g.8233::m.8233,3.41006969175638,ETE72286.1_1,Opha Zinc fingers and homeoboxes protein 3  ,Ophiophagus hannah,Zinc fingers and homeoboxes protein 3  ,ThreeFTXs,0,3.18,9.63,Trinity,Merger,Toxin,31
Chmu3332VG,TRINITY_DN700_c0_g1::TRINITY_DN700_c0_g1_i1::g.14505::m.14505,3.3840498067951597,gi|752778328|gb|GBSH01002281.1|,TSA  Boiga irregularis Birre RINGFinger 121 transcribed RNA sequence,Boiga irregularis,RINGFinger-121 transcribed RNA sequence,ThreeFTXs,0,3.11,9.44,Trinity,Merger,Toxin,32
Chmu3332VG,TRINITY_DN23805_c0_g1::TRINITY_DN23805_c0_g1_i1::g.12071::m.12071,3.3659724275933836,ETE64098.1_1,Opha Endoplasmic reticulum metallopeptidase 1  ,Ophiophagus hannah,Endoplasmic reticulum metallopeptidase 1  ,SVMP,0,3.07,9.31,Trinity,Merger,Toxin,33
Chmu3332VG,TRINITY_DN24054_c0_g1::TRINITY_DN24054_c0_g1_i1::g.9639::m.9639,3.3476656563009706,ETE67375.1_1,Opha PHD finger protein 3  ,Ophiophagus hannah,PHD finger protein 3  ,ThreeFTXs,0,3.03,9.18,Trinity,Merger,Toxin,34
Chmu3332VG,TRINITY_DN1219_c0_g1::TRINITY_DN1219_c0_g1_i1::g.11500::m.11500,3.282439805006387,gi|752778710|gb|GBSH01002098.1|,TSA  Boiga irregularis Birre Protease6B transcribed RNA sequence,Boiga irregularis,Protease6B transcribed RNA sequence,SVSP,0,2.88,8.73,Trinity,Merger,Toxin,35
Chmu3332VG,TRINITY_DN9104_c0_g2::TRINITY_DN9104_c0_g2_i1::g.3197::m.3197,3.282439805006387,ETE56250.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,5.26e-115,2.88,8.73,Trinity,Merger,Toxin,36
Chmu3332VG,TRINITY_DN4534_c0_g1::TRINITY_DN4534_c0_g1_i1::g.3734::m.3734,3.27500704749987,gi|752779200|gb|GBSH01001859.1|,TSA  Boiga irregularis Birre NUCr1D transcribed RNA sequence,Boiga irregularis,NUCr1D transcribed RNA sequence,Other,0,2.86,8.68,Trinity,Merger,Toxin,37
Chmu3332VG,TRINITY_DN850_c1_g1::TRINITY_DN850_c1_g1_i1::g.2634::m.2634,3.263034405833794,ETE71732.1_1,Opha Zinc finger MIZ domain containing protein 2  ,Ophiophagus hannah,Zinc finger MIZ domain-containing protein 2  ,ThreeFTXs,0,2.84,8.6,Trinity,Merger,Toxin,38
Chmu3332VG,TRINITY_DN19921_c0_g1::TRINITY_DN19921_c0_g1_i1::g.10605::m.10605,3.2433644256936605,ETE57746.1_1,Opha Cysteine protease ATG4D  ,Ophiophagus hannah,Cysteine protease ATG4D  ,SVSP,0,2.79,8.47,Trinity,Merger,Toxin,39
Chmu3332VG,TRINITY_DN4822_c0_g2::TRINITY_DN4822_c0_g2_i1::g.10385::m.10385,3.24031432933371,gi|752778356|gb|GBSH01002267.1|,TSA  Boiga irregularis Birre RibPPKin2 transcribed RNA sequence,Boiga irregularis,RibPPKin2 transcribed RNA sequence,Other,0,2.79,8.45,Trinity,Merger,Toxin,40
Chmu3332VG,TRINITY_DN10856_c0_g1::TRINITY_DN10856_c0_g1_i1::g.1254::m.1254,3.2141248053528475,ETE67946.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,2.39e-164,2.73,8.28,Trinity,Merger,Toxin,41
Chmu3332VG,TRINITY_DN22136_c0_g1::TRINITY_DN22136_c0_g1_i1::g.6732::m.6732,3.1795110502715103,gi|699236727|gb|GBSI01000017.1|,Htorq CTL 7d transcribed RNA sequence,HypsiglenaÂ sp,CTL-7d transcribed RNA sequence,Other,1.28e-67,2.66,8.06,Trinity,Merger,Toxin,42
Chmu3332VG,TRINITY_DN469_c0_g2::TRINITY_DN469_c0_g2_i1::g.1842::m.1842,3.169925001442312,ETE65183.1_1,Opha Metallophosphoesterase MPPED2 ,Ophiophagus hannah,Metallophosphoesterase MPPED2 ,SVMP,0,2.64,8,Trinity,Merger,Toxin,43
Chmu3332VG,TRINITY_DN1046_c1_g1::TRINITY_DN1046_c1_g1_i1::g.13540::m.13540,3.158660175346498,ETE72494.1_1,Opha Myeloid zinc finger 1  ,Ophiophagus hannah,Myeloid zinc finger 1  ,ThreeFTXs,0,2.62,7.93,Trinity,Merger,Toxin,44
Chmu3332VG,TRINITY_DN4822_c0_g1::TRINITY_DN4822_c0_g1_i1::g.10384::m.10384,3.144046369616707,gi|752778356|gb|GBSH01002267.1|,TSA  Boiga irregularis Birre RibPPKin2 transcribed RNA sequence,Boiga irregularis,RibPPKin2 transcribed RNA sequence,Other,0,2.59,7.84,Trinity,Merger,Toxin,45
Chmu3332VG,TRINITY_DN26005_c0_g1::TRINITY_DN26005_c0_g1_i1::g.1313::m.1313,3.0426443374084937,ETE58463.1_1,Opha Atrial natriuretic peptide receptor 2  ,Ophiophagus hannah,Atrial natriuretic peptide receptor 2  ,Other,1.03e-114,2.39,7.24,Trinity,Merger,Toxin,46
Chmu3332VG,TRINITY_DN8393_c0_g1::TRINITY_DN8393_c0_g1_i1::g.6693::m.6693,3.039138393906958,gi|752782920|gb|GBSH01000071.1|,TSA  Boiga irregularis Birre CTL 3 transcribed RNA sequence,Boiga irregularis,CTL-3 transcribed RNA sequence,Other,1.74e-162,2.38,7.22,Trinity,Merger,Toxin,47
Chmu3332VG,TRINITY_DN3129_c0_g1::TRINITY_DN3129_c0_g1_i1::g.5559::m.5559,3.0373822220030804,gi|537458532|gb|GAEP01001319.1|,TSA  Micrurus fulvius Mfulv RINGFinger215 mRNA sequence,Micrurus fulvius,RINGFinger215 mRNA sequence,ThreeFTXs,0,2.38,7.21,Trinity,Merger,Toxin,48
Chmu3332VG,TRINITY_DN28380_c0_g1::TRINITY_DN28380_c0_g1_i1::g.3309::m.3309,3.032100843167024,ETE66135.1_1,Opha Zinc finger FYVE domain containing protein 16  ,Ophiophagus hannah,Zinc finger FYVE domain-containing protein 16  ,ThreeFTXs,4.84e-141,2.37,7.18,Trinity,Merger,Toxin,49
Chmu3332VG,TRINITY_DN656_c0_g1::TRINITY_DN656_c0_g1_i1::g.5335::m.5335,3.032100843167024,gi|752782981|gb|GBSH01000043.1|,TSA  Boiga irregularis Birre 3FTx 7b transcribed RNA sequence,Boiga irregularis,3FTx-7b transcribed RNA sequence,ThreeFTXs,3.4e-28,2.37,7.18,Trinity,Merger,Toxin,50
Chmu3332VG,TRINITY_DN656_c0_g1::TRINITY_DN656_c0_g1_i2::g.5334::m.5334,3.0214797274104517,gi|1446201980|gb|MH233113.1|,Spilotes sulphureus three finger toxin subunit A mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus three-finger toxin subunit A mRNA, partial cds",ThreeFTXs,3.61e-93,2.35,7.12,Trinity,Merger,Toxin,51
Chmu3332VG,TRINITY_DN8476_c0_g1::TRINITY_DN8476_c0_g1_i1::g.16182::m.16182,3.0214797274104517,ETE66982.1_1,Opha Zinc finger and BTB domain containing protein 4  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 4  ,ThreeFTXs,3.71e-73,2.35,7.12,Trinity,Merger,Toxin,52
Chmu3332VG,TRINITY_DN4195_c0_g2::TRINITY_DN4195_c0_g2_i1::g.8009::m.8009,3.0071955014042038,ETE57861.1_1,Opha PHD finger protein 23  ,Ophiophagus hannah,PHD finger protein 23  ,ThreeFTXs,1.16e-158,2.32,7.04,Trinity,Merger,Toxin,53
Chmu3332VG,TRINITY_DN20629_c0_g1::TRINITY_DN20629_c0_g1_i1::g.933::m.933,3,ETE68580.1_1,Opha GATA zinc finger domain containing protein 1  ,Ophiophagus hannah,GATA zinc finger domain-containing protein 1  ,ThreeFTXs,0,2.31,7,Trinity,Merger,Toxin,54
Chmu3332VG,TRINITY_DN24322_c0_g1::TRINITY_DN24322_c0_g1_i1::g.7702::m.7702,2.9945797242157473,ETE66795.1_1,Opha PHD finger protein 10  ,Ophiophagus hannah,PHD finger protein 10  ,ThreeFTXs,0,2.3,6.97,Trinity,Merger,Toxin,55
Chmu3332VG,TRINITY_DN4774_c0_g1::TRINITY_DN4774_c0_g1_i1::g.200::m.200,2.974529312483882,gi|752781998|gb|GBSH01000508.1|,TSA  Boiga irregularis Birre CAAXProtease transcribed RNA sequence,Boiga irregularis,CAAXProtease transcribed RNA sequence,SVSP,0,2.26,6.86,Trinity,Merger,Toxin,56
Chmu3332VG,TRINITY_DN21501_c0_g1::TRINITY_DN21501_c0_g1_i1::g.17::m.17,2.963474123974886,ETE65188.1_1,Opha Matrix metalloproteinase 15 ,Ophiophagus hannah,Matrix metalloproteinase-15 ,SVMP,7.58e-125,2.24,6.8,Trinity,Merger,Toxin,57
Chmu3332VG,TRINITY_DN18424_c0_g1::TRINITY_DN18424_c0_g1_i1::g.9028::m.9028,2.9523335663696857,ETE71732.1_1,Opha Zinc finger MIZ domain containing protein 2  ,Ophiophagus hannah,Zinc finger MIZ domain-containing protein 2  ,ThreeFTXs,2.52e-74,2.22,6.74,Trinity,Merger,Toxin,58
Chmu3332VG,TRINITY_DN8195_c0_g1::TRINITY_DN8195_c0_g1_i1::g.8760::m.8760,2.9523335663696857,ETE67781.1_1,Opha Cysteine and glycine rich protein 3 ,Ophiophagus hannah,Cysteine and glycine-rich protein 3 ,CRISP,0,2.22,6.74,Trinity,Merger,Toxin,59
Chmu3332VG,TRINITY_DN11857_c0_g1::TRINITY_DN11857_c0_g1_i1::g.5634::m.5634,2.948600847493356,gi|752779251|gb|GBSH01001834.1|,TSA  Boiga irregularis Birre NUC 2 transcribed RNA sequence,Boiga irregularis,NUC-2 transcribed RNA sequence,Other,0,2.22,6.72,Trinity,Merger,Toxin,60
Chmu3332VG,TRINITY_DN6350_c0_g2::TRINITY_DN6350_c0_g2_i1::g.9032::m.9032,2.927896453728821,ETE63615.1_1,Opha Zinc finger X chromosomal protein  ,Ophiophagus hannah,Zinc finger X-chromosomal protein  ,ThreeFTXs,0,2.18,6.61,Trinity,Merger,Toxin,61
Chmu3332VG,TRINITY_DN126_c1_g1::TRINITY_DN126_c1_g1_i11::g.9999::m.9999,2.9126498648972037,gi|752779251|gb|GBSH01001834.1|,TSA  Boiga irregularis Birre NUC 2 transcribed RNA sequence,Boiga irregularis,NUC-2 transcribed RNA sequence,Other,0,2.15,6.53,Trinity,Merger,Toxin,62
Chmu3332VG,TRINITY_DN9197_c0_g1::TRINITY_DN9197_c0_g1_i1::g.3204::m.3204,2.8953026213333066,ETE73039.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,2.13,6.44,Trinity,Merger,Toxin,63
Chmu3332VG,TRINITY_DN7267_c0_g1::TRINITY_DN7267_c0_g1_i2::g.8938::m.8938,2.889473542531109,ETE67885.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,0,2.12,6.41,Trinity,Merger,Toxin,64
Chmu3332VG,TRINITY_DN6774_c0_g1::TRINITY_DN6774_c0_g1_i1::g.4412::m.4412,2.877744249949002,ETE68519.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,1.92e-100,2.09,6.35,Trinity,Merger,Toxin,65
Chmu3332VG,TRINITY_DN14903_c0_g1::TRINITY_DN14903_c0_g1_i1::g.6606::m.6606,2.8399595874895316,gi|537459640|gb|GAEP01001109.1|,TSA  Micrurus fulvius Mfulv PHDFinger14 mRNA sequence,Micrurus fulvius,PHDFinger14 mRNA sequence,ThreeFTXs,1.08e-152,2.03,6.16,Trinity,Merger,Toxin,66
Chmu3332VG,TRINITY_DN3283_c0_g2::TRINITY_DN3283_c0_g2_i1::g.8234::m.8234,2.8298495598446904,ETE72286.1_1,Opha Zinc fingers and homeoboxes protein 3  ,Ophiophagus hannah,Zinc fingers and homeoboxes protein 3  ,ThreeFTXs,0,2.02,6.11,Trinity,Merger,Toxin,67
Chmu3332VG,TRINITY_DN2468_c0_g1::TRINITY_DN2468_c0_g1_i2::g.12299::m.12299,2.805292455600712,ETE61564.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,1.98,5.99,Trinity,Merger,Toxin,68
Chmu3332VG,TRINITY_DN9104_c0_g1::TRINITY_DN9104_c0_g1_i2::g.3195::m.3195,2.773996325111173,ETE56250.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,7.72e-120,1.93,5.84,Trinity,Merger,Toxin,69
Chmu3332VG,TRINITY_DN18533_c0_g1::TRINITY_DN18533_c0_g1_i1::g.3544::m.3544,2.7484612330040354,ETE59032.1_1,Opha Bromodomain adjacent to zinc finger domain protein 1A  ,Ophiophagus hannah,Bromodomain adjacent to zinc finger domain protein 1A  ,ThreeFTXs,0,1.89,5.72,Trinity,Merger,Toxin,70
Chmu3332VG,TRINITY_DN4576_c0_g1::TRINITY_DN4576_c0_g1_i3::g.3716::m.3716,2.7311832415722,ETE71614.1_1,Opha TRAF type zinc finger domain containing protein 1  ,Ophiophagus hannah,TRAF-type zinc finger domain-containing protein 1  ,ThreeFTXs,4.67e-161,1.86,5.64,Trinity,Merger,Toxin,71
Chmu3332VG,TRINITY_DN8849_c0_g1::TRINITY_DN8849_c0_g1_i1::g.11147::m.11147,2.715893370547605,gi|387014283|gb|JU173735.1|,TSA  Crotalus adamanteus Cadam SVSP 7b  mRNA sequence,Crotalus adamanteus,"SVSP-7b, mRNA sequence",SVSP,1.38e-9,1.84,5.57,Trinity,Merger,Toxin,72
Chmu3332VG,TRINITY_DN14250_c0_g1::TRINITY_DN14250_c0_g1_i1::g.4496::m.4496,2.6758159311722696,ETE71614.1_1,Opha TRAF type zinc finger domain containing protein 1  ,Ophiophagus hannah,TRAF-type zinc finger domain-containing protein 1  ,ThreeFTXs,2.45e-162,1.78,5.39,Trinity,Merger,Toxin,73
Chmu3332VG,TRINITY_DN15507_c0_g1::TRINITY_DN15507_c0_g1_i1::g.2473::m.2473,2.6758159311722696,ETE72835.1_1,Opha Sentrin specific protease 6  ,Ophiophagus hannah,Sentrin-specific protease 6  ,SVSP,0,1.78,5.39,Trinity,Merger,Toxin,74
Chmu3332VG,TRINITY_DN3782_c0_g1::TRINITY_DN3782_c0_g1_i1::g.7153::m.7153,2.6507645591169022,gi|752778940|gb|GBSH01001989.1|,TSA  Boiga irregularis Birre PLA2Inh gB 1 transcribed RNA sequence,Boiga irregularis,PLA2Inh-gB-1 transcribed RNA sequence,PLA2,0,1.74,5.28,Trinity,Merger,Toxin,75
Chmu3332VG,TRINITY_DN17235_c0_g1::TRINITY_DN17235_c0_g1_i1::g.11685::m.11685,2.646162657157894,gi|537458553|gb|GAEP01001315.1|,TSA  Micrurus fulvius Mfulv RINGFinger103 mRNA sequence,Micrurus fulvius,RINGFinger103 mRNA sequence,ThreeFTXs,0,1.73,5.26,Trinity,Merger,Toxin,76
Chmu3332VG,TRINITY_DN26020_c0_g1::TRINITY_DN26020_c0_g1_i1::g.1312::m.1312,2.643856189774725,ETE73075.1_1,Opha Flt3 interacting zinc finger protein 1  ,Ophiophagus hannah,Flt3-interacting zinc finger protein 1  ,ThreeFTXs,0,1.73,5.25,Trinity,Merger,Toxin,77
Chmu3332VG,TRINITY_DN20169_c0_g1::TRINITY_DN20169_c0_g1_i1::g.8794::m.8794,2.6392321632492775,ETE71267.1_1,Opha putative ATP dependent Clp protease proteolytic subunit  ,Ophiophagus hannah,putative ATP-dependent Clp protease proteolytic subunit  ,SVSP,0,1.73,5.23,Trinity,Merger,Toxin,78
Chmu3332VG,TRINITY_DN10430_c0_g2::TRINITY_DN10430_c0_g2_i1::g.3696::m.3696,2.636914580355878,ETE67953.1_1,Opha RING finger protein 31  ,Ophiophagus hannah,RING finger protein 31  ,ThreeFTXs,2.44e-101,1.72,5.22,Trinity,Merger,Toxin,79
Chmu3332VG,TRINITY_DN3354_c0_g1::TRINITY_DN3354_c0_g1_i3::g.12135::m.12135,2.625270489374693,ETE67802.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,0,1.71,5.17,Trinity,Merger,Toxin,80
Chmu3332VG,TRINITY_DN24300_c0_g1::TRINITY_DN24300_c0_g1_i1::g.13742::m.13742,2.6229303509201767,ETE66268.1_1,Opha Mitochondrial inner membrane protease subunit 1  ,Ophiophagus hannah,Mitochondrial inner membrane protease subunit 1  ,SVSP,0,1.7,5.16,Trinity,Merger,Toxin,81
Chmu3332VG,TRINITY_DN2691_c0_g1::TRINITY_DN2691_c0_g1_i1::g.9429::m.9429,2.6229303509201767,ETE62789.1_1,Opha PHD finger protein 20 like protein 1 ,Ophiophagus hannah,PHD finger protein 20-like protein 1 ,ThreeFTXs,2.67e-140,1.7,5.16,Trinity,Merger,Toxin,82
