taxonID,seqID,log2FPKM+1,accessionNumber,blastHit,blastSpecies,gene,geneFamily,eValue,TPM,FPKM,assembler,output,genes_type,transcript_rank
Rhbo3018,TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i1::g.14175::m.14175,6.759289015895071,gi|752778926|gb|GBSH01001996.1|,TSA  Boiga irregularis Birre PlasminogenAct1 transcribed RNA sequence,Boiga irregularis,PlasminogenAct1 transcribed RNA sequence,SVSP,0,29.22,107.33,Trinity,Merger,Toxin,26
Rhbo3018,TRINITY_DN8887_c0_g1::TRINITY_DN8887_c0_g1_i10::g.36955::m.36955,6.727375938594897,ETE73015.1_1,Opha Bromodomain adjacent to zinc finger domain protein 1A  ,Ophiophagus hannah,Bromodomain adjacent to zinc finger domain protein 1A  ,ThreeFTXs,6.94e-43,28.57,104.96,Trinity,Merger,Toxin,27
Rhbo3018,TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i3::g.14174::m.14174,6.517433184071687,gi|752778926|gb|GBSH01001996.1|,TSA  Boiga irregularis Birre PlasminogenAct1 transcribed RNA sequence,Boiga irregularis,PlasminogenAct1 transcribed RNA sequence,SVSP,0,24.67,90.61,Trinity,Merger,Toxin,28
Rhbo3018,TRINITY_DN20521_c0_g1::TRINITY_DN20521_c0_g1_i1::g.21833::m.21833,6.47800105583793,ETE72494.1_1,Opha Myeloid zinc finger 1  ,Ophiophagus hannah,Myeloid zinc finger 1  ,ThreeFTXs,0,23.99,88.14,Trinity,Merger,Toxin,29
Rhbo3018,TRINITY_DN652_c1_g1::TRINITY_DN652_c1_g1_i1::g.16389::m.16389,6.423241995973661,ETE63823.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,6.35e-6,23.09,84.82,Trinity,Merger,Toxin,30
Rhbo3018,TRINITY_DN2206_c0_g2::TRINITY_DN2206_c0_g2_i3::g.50970::m.50970,6.381283372503783,gi|537458565|gb|GAEP01001313.1|,TSA  Micrurus fulvius Mfulv RINGFinger 10 mRNA sequence,Micrurus fulvius,RINGFinger-10 mRNA sequence,ThreeFTXs,0,22.42,82.36,Trinity,Merger,Toxin,31
Rhbo3018,TRINITY_DN9885_c0_g1::TRINITY_DN9885_c0_g1_i4::g.50203::m.50203,6.363171077119244,gi|521755177|gb|GAAZ01002067.1|,TSA  Crotalus horridus Chorr RiboRecyclingFactor mRNA sequence,Crotalus horridus,RiboRecyclingFactor mRNA sequence,Other,0,22.14,81.32,Trinity,Merger,Toxin,32
Rhbo3018,TRINITY_DN1407_c0_g1::TRINITY_DN1407_c0_g1_i12::g.27765::m.27765,6.353323291162897,ETE67802.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,0,21.98,80.76,Trinity,Merger,Toxin,33
Rhbo3018,TRINITY_DN3_c0_g1::TRINITY_DN3_c0_g1_i6::g.2005::m.2005,6.332707933640605,gi|752782838|gb|GBSH01000108.1|,TSA  Boiga irregularis Birre Waprin 2 transcribed RNA sequence,Boiga irregularis,Waprin-2 transcribed RNA sequence,Waprin,2.76e-120,21.67,79.6,Trinity,Merger,Toxin,34
Rhbo3018,TRINITY_DN269_c0_g1::TRINITY_DN269_c0_g1_i1::g.13571::m.13571,6.325170512376046,ETE68161.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,21.56,79.18,Trinity,Merger,Toxin,35
Rhbo3018,TRINITY_DN5610_c0_g1::TRINITY_DN5610_c0_g1_i1::g.79::m.79,6.195544459213688,gi|752778708|gb|GBSH01002099.1|,TSA  Boiga irregularis Birre Protease8 transcribed RNA sequence,Boiga irregularis,Protease8 transcribed RNA sequence,SVSP,0,19.68,72.29,Trinity,Merger,Toxin,36
Rhbo3018,TRINITY_DN3988_c0_g1::TRINITY_DN3988_c0_g1_i5::g.15151::m.15151,6.1765222465489575,ETE64729.1_1,Opha Serine protease inhibitor Kazal type 5 ,Ophiophagus hannah,Serine protease inhibitor Kazal-type 5 ,SVSP,0,19.42,71.33,Trinity,Merger,Toxin,37
Rhbo3018,TRINITY_DN6164_c0_g1::TRINITY_DN6164_c0_g1_i2::g.39540::m.39540,6.163699987084194,gi|752778710|gb|GBSH01002098.1|,TSA  Boiga irregularis Birre Protease6B transcribed RNA sequence,Boiga irregularis,Protease6B transcribed RNA sequence,SVSP,0,19.24,70.69,Trinity,Merger,Toxin,38
Rhbo3018,TRINITY_DN11251_c0_g1::TRINITY_DN11251_c0_g1_i1::g.10025::m.10025,6.130107178658833,gi|1446201968|gb|MH233107.1|,Spilotes sulphureus metalloproteinase inhibitor mRNA  partial cds,Spilotes sulphureus,"Spilotes sulphureus metalloproteinase inhibitor mRNA, partial cds",SVMP,0,18.79,69.04,Trinity,Merger,Toxin,39
Rhbo3018,TRINITY_DN8887_c0_g1::TRINITY_DN8887_c0_g1_i11::g.36953::m.36953,6.1034976397033365,ETE73012.1_1,Opha Bromodomain adjacent to zinc finger domain protein 1A  ,Ophiophagus hannah,Bromodomain adjacent to zinc finger domain protein 1A  ,ThreeFTXs,0,18.45,67.76,Trinity,Merger,Toxin,40
Rhbo3018,TRINITY_DN5759_c0_g2::TRINITY_DN5759_c0_g2_i1::g.33048::m.33048,6.032541697270038,gi|752779202|gb|GBSH01001858.1|,TSA  Boiga irregularis Birre NUCr1 transcribed RNA sequence,Boiga irregularis,NUCr1 transcribed RNA sequence,Other,0,17.55,64.46,Trinity,Merger,Toxin,41
Rhbo3018,TRINITY_DN14855_c0_g1::TRINITY_DN14855_c0_g1_i8::g.40667::m.40667,5.955591791753994,ETE59506.1_1,Opha RanBP type and C3HC4 type zinc finger containing protein 1 ,Ophiophagus hannah,RanBP-type and C3HC4-type zinc finger-containing protein 1 ,ThreeFTXs,0,16.62,61.06,Trinity,Merger,Toxin,42
Rhbo3018,TRINITY_DN145_c0_g1::TRINITY_DN145_c0_g1_i10::g.33688::m.33688,5.891176124754544,ETE59315.1_1,Opha Cysteine and histidine rich protein 1 B  ,Ophiophagus hannah,Cysteine and histidine-rich protein 1-B  ,CRISP,0,15.88,58.35,Trinity,Merger,Toxin,43
Rhbo3018,TRINITY_DN49_c0_g1::TRINITY_DN49_c0_g1_i18::g.999::m.999,5.861459166361513,gi|521756095|gb|GAAZ01001765.1|,TSA  Crotalus horridus Chorr PHDFinger20 mRNA sequence,Crotalus horridus,PHDFinger20 mRNA sequence,ThreeFTXs,0,15.55,57.14,Trinity,Merger,Toxin,44
Rhbo3018,TRINITY_DN1397_c0_g1::TRINITY_DN1397_c0_g1_i2::g.51434::m.51434,5.857234580499787,gi|752779200|gb|GBSH01001859.1|,TSA  Boiga irregularis Birre NUCr1D transcribed RNA sequence,Boiga irregularis,NUCr1D transcribed RNA sequence,Other,0,15.51,56.97,Trinity,Merger,Toxin,45
Rhbo3018,TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i1::g.2065::m.2065,5.817879031830138,ETE58238.1_1,Opha Zinc finger CCHC type and RNA binding motif containing protein 1 ,Ophiophagus hannah,Zinc finger CCHC-type and RNA-binding motif-containing protein 1 ,ThreeFTXs,0,15.08,55.41,Trinity,Merger,Toxin,46
Rhbo3018,TRINITY_DN750_c0_g1::TRINITY_DN750_c0_g1_i2::g.49070::m.49070,5.812754909800194,ETE68635.1_1,Opha Zinc finger C3H1 domain containing protein  ,Ophiophagus hannah,Zinc finger C3H1 domain-containing protein  ,ThreeFTXs,0,15.03,55.21,Trinity,Merger,Toxin,47
Rhbo3018,TRINITY_DN859_c0_g1::TRINITY_DN859_c0_g1_i11::g.7454::m.7454,5.802451741275622,ETE71614.1_1,Opha TRAF type zinc finger domain containing protein 1  ,Ophiophagus hannah,TRAF-type zinc finger domain-containing protein 1  ,ThreeFTXs,0,14.92,54.81,Trinity,Merger,Toxin,48
Rhbo3018,TRINITY_DN82960_c0_g1::TRINITY_DN82960_c0_g1_i1::g.55135::m.55135,5.701826258412055,gi|537457595|gb|GAEP01001470.1|,TSA  Micrurus fulvius SerArgRichSplicingFac 4 mRNA sequence,Micrurus fulvius,SerArgRichSplicingFac-4 mRNA sequence,Other,0,13.9,51.05,Trinity,Merger,Toxin,49
Rhbo3018,TRINITY_DN3759_c0_g1::TRINITY_DN3759_c0_g1_i1::g.22416::m.22416,5.674969030624974,ETE61110.1_1,Opha Cysteine rich protein 2  ,Ophiophagus hannah,Cysteine-rich protein 2  ,CRISP,0,13.64,50.09,Trinity,Merger,Toxin,50
Rhbo3018,TRINITY_DN2585_c0_g1::TRINITY_DN2585_c0_g1_i4::g.19785::m.19785,5.638942668908808,ETE73455.1_1,Opha PHD and RING finger domain containing protein 1  ,Ophiophagus hannah,PHD and RING finger domain-containing protein 1  ,ThreeFTXs,0,13.29,48.83,Trinity,Merger,Toxin,51
Rhbo3018,TRINITY_DN781_c0_g1::TRINITY_DN781_c0_g1_i2::g.49481::m.49481,5.630521963471638,ETE66795.1_1,Opha PHD finger protein 10  ,Ophiophagus hannah,PHD finger protein 10  ,ThreeFTXs,0,13.21,48.54,Trinity,Merger,Toxin,52
Rhbo3018,TRINITY_DN785_c0_g1::TRINITY_DN785_c0_g1_i16::g.49048::m.49048,5.60229058486114,ETE69157.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,12.95,47.58,Trinity,Merger,Toxin,53
Rhbo3018,TRINITY_DN63_c0_g1::TRINITY_DN63_c0_g1_i17::g.1818::m.1818,5.51443791382931,gi|752778942|gb|GBSH01001988.1|,TSA  Boiga irregularis Birre PLA2Inh 3 transcribed RNA sequence,Boiga irregularis,PLA2Inh-3 transcribed RNA sequence,PLA2,0,12.17,44.71,Trinity,Merger,Toxin,54
Rhbo3018,TRINITY_DN1452_c0_g1::TRINITY_DN1452_c0_g1_i8::g.27924::m.27924,5.450551443306483,ETE56250.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,3.02e-116,11.63,42.73,Trinity,Merger,Toxin,55
Rhbo3018,TRINITY_DN46924_c0_g1::TRINITY_DN46924_c0_g1_i1::g.33385::m.33385,5.292413667827485,gi|537458553|gb|GAEP01001315.1|,TSA  Micrurus fulvius Mfulv RINGFinger103 mRNA sequence,Micrurus fulvius,RINGFinger103 mRNA sequence,ThreeFTXs,0,10.4,38.19,Trinity,Merger,Toxin,56
Rhbo3018,TRINITY_DN49_c0_g1::TRINITY_DN49_c0_g1_i11::g.992::m.992,5.2787282129389395,gi|521756095|gb|GAAZ01001765.1|,TSA  Crotalus horridus Chorr PHDFinger20 mRNA sequence,Crotalus horridus,PHDFinger20 mRNA sequence,ThreeFTXs,0,10.3,37.82,Trinity,Merger,Toxin,57
Rhbo3018,TRINITY_DN1916_c1_g1::TRINITY_DN1916_c1_g1_i4::g.23559::m.23559,5.2630344058337934,ETE57819.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,1.31e-18,10.18,37.4,Trinity,Merger,Toxin,58
Rhbo3018,TRINITY_DN269_c0_g1::TRINITY_DN269_c0_g1_i5::g.13577::m.13577,5.23189316164533,ETE68161.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,1.29e-118,9.96,36.58,Trinity,Merger,Toxin,59
Rhbo3018,TRINITY_DN679_c0_g1::TRINITY_DN679_c0_g1_i13::g.16466::m.16466,5.223036337901875,ETE62789.1_1,Opha PHD finger protein 20 like protein 1 ,Ophiophagus hannah,PHD finger protein 20-like protein 1 ,ThreeFTXs,0,9.9,36.35,Trinity,Merger,Toxin,60
Rhbo3018,TRINITY_DN4096_c0_g1::TRINITY_DN4096_c0_g1_i2::g.15465::m.15465,5.203592714207708,ETE59550.1_1,Opha Zinc finger and BTB domain containing protein 49  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 49  ,ThreeFTXs,3.03e-90,9.76,35.85,Trinity,Merger,Toxin,61
Rhbo3018,TRINITY_DN14599_c0_g1::TRINITY_DN14599_c0_g1_i2::g.25225::m.25225,5.128045890922992,gi|752778328|gb|GBSH01002281.1|,TSA  Boiga irregularis Birre RINGFinger 121 transcribed RNA sequence,Boiga irregularis,RINGFinger-121 transcribed RNA sequence,ThreeFTXs,0,9.25,33.97,Trinity,Merger,Toxin,62
Rhbo3018,TRINITY_DN1366_c0_g1::TRINITY_DN1366_c0_g1_i1::g.51722::m.51722,5.116863757690899,ETE68519.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,9.17,33.7,Trinity,Merger,Toxin,63
Rhbo3018,TRINITY_DN49_c0_g1::TRINITY_DN49_c0_g1_i10::g.995::m.995,5.1013979521825314,gi|521756095|gb|GAAZ01001765.1|,TSA  Crotalus horridus Chorr PHDFinger20 mRNA sequence,Crotalus horridus,PHDFinger20 mRNA sequence,ThreeFTXs,0,9.07,33.33,Trinity,Merger,Toxin,64
Rhbo3018,TRINITY_DN6140_c0_g1::TRINITY_DN6140_c0_g1_i1::g.39570::m.39570,5.096346198993175,ETE68879.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,6.58e-150,9.04,33.21,Trinity,Merger,Toxin,65
Rhbo3018,TRINITY_DN8447_c0_g1::TRINITY_DN8447_c0_g1_i3::g.55320::m.55320,5.094658342654544,ETE71267.1_1,Opha putative ATP dependent Clp protease proteolytic subunit  ,Ophiophagus hannah,putative ATP-dependent Clp protease proteolytic subunit  ,SVSP,0,9.03,33.17,Trinity,Merger,Toxin,66
Rhbo3018,TRINITY_DN8887_c0_g1::TRINITY_DN8887_c0_g1_i8::g.36960::m.36960,5.094658342654544,ETE59032.1_1,Opha Bromodomain adjacent to zinc finger domain protein 1A  ,Ophiophagus hannah,Bromodomain adjacent to zinc finger domain protein 1A  ,ThreeFTXs,0,9.03,33.17,Trinity,Merger,Toxin,67
Rhbo3018,TRINITY_DN1570_c2_g1::TRINITY_DN1570_c2_g1_i1::g.41514::m.41514,5.091276694365222,gi|521755955|gb|GAAZ01001811.1|,TSA  Crotalus horridus PlasmaProteaseC1Inhib mRNA sequence,Crotalus horridus,PlasmaProteaseC1Inhib mRNA sequence,SVSP,0,9.01,33.09,Trinity,Merger,Toxin,68
Rhbo3018,TRINITY_DN27034_c0_g1::TRINITY_DN27034_c0_g1_i6::g.36215::m.36215,5.060479781407595,gi|537459640|gb|GAEP01001109.1|,TSA  Micrurus fulvius Mfulv PHDFinger14 mRNA sequence,Micrurus fulvius,PHDFinger14 mRNA sequence,ThreeFTXs,0,8.81,32.37,Trinity,Merger,Toxin,69
Rhbo3018,TRINITY_DN68359_c0_g1::TRINITY_DN68359_c0_g1_i1::g.11006::m.11006,5.032100843167024,ETE70089.1_1,Opha Zinc finger protein Rlf  ,Ophiophagus hannah,Zinc finger protein Rlf  ,ThreeFTXs,4.4e-147,8.63,31.72,Trinity,Merger,Toxin,70
Rhbo3018,TRINITY_DN17364_c0_g1::TRINITY_DN17364_c0_g1_i1::g.17849::m.17849,5.029011086659068,gi|537459525|gb|GAEP01001140.1|,TSA  Micrurus fulvius Mfulv PLA2XIIA mRNA sequence,Micrurus fulvius,PLA2XIIA mRNA sequence,PLA2,0,8.62,31.65,Trinity,Merger,Toxin,71
Rhbo3018,TRINITY_DN547_c0_g1::TRINITY_DN547_c0_g1_i2::g.36870::m.36870,5.024142345897803,ETE61564.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,8.59,31.54,Trinity,Merger,Toxin,72
Rhbo3018,TRINITY_DN767_c1_g3::TRINITY_DN767_c1_g3_i1::g.49118::m.49118,5.021479727410452,gi|521755129|gb|GAAZ01002083.1|,TSA  Crotalus horridus Chorr RINGFinger 121 mRNA sequence,Crotalus horridus,RINGFinger-121 mRNA sequence,ThreeFTXs,5.18e-6,8.57,31.48,Trinity,Merger,Toxin,73
Rhbo3018,TRINITY_DN5369_c0_g2::TRINITY_DN5369_c0_g2_i2::g.53077::m.53077,5.008988783227255,ETE67375.1_1,Opha PHD finger protein 3  ,Ophiophagus hannah,PHD finger protein 3  ,ThreeFTXs,0,8.49,31.2,Trinity,Merger,Toxin,74
Rhbo3018,TRINITY_DN9747_c0_g1::TRINITY_DN9747_c0_g1_i1::g.35786::m.35786,4.999549087340949,gi|752778356|gb|GBSH01002267.1|,TSA  Boiga irregularis Birre RibPPKin2 transcribed RNA sequence,Boiga irregularis,RibPPKin2 transcribed RNA sequence,Other,0,8.44,30.99,Trinity,Merger,Toxin,75
Rhbo3018,TRINITY_DN64002_c0_g1::TRINITY_DN64002_c0_g1_i1::g.21357::m.21357,4.997292407636508,ETE60032.1_1,Opha Zinc finger HIT domain containing protein 2  ,Ophiophagus hannah,Zinc finger HIT domain-containing protein 2  ,ThreeFTXs,0,8.42,30.94,Trinity,Merger,Toxin,76
Rhbo3018,TRINITY_DN1246_c0_g2::TRINITY_DN1246_c0_g2_i1::g.38128::m.38128,4.986410935252045,ETE63086.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,8.36,30.7,Trinity,Merger,Toxin,77
Rhbo3018,TRINITY_DN3847_c1_g1::TRINITY_DN3847_c1_g1_i1::g.2187::m.2187,4.966707314150316,ETE57819.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,2.86e-69,8.24,30.27,Trinity,Merger,Toxin,78
Rhbo3018,TRINITY_DN26789_c0_g1::TRINITY_DN26789_c0_g1_i2::g.10384::m.10384,4.9415758618182375,ETE73362.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,0,8.09,29.73,Trinity,Merger,Toxin,79
Rhbo3018,TRINITY_DN12681_c0_g2::TRINITY_DN12681_c0_g2_i6::g.15662::m.15662,4.9140860970127225,ETE65628.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,0,7.93,29.15,Trinity,Merger,Toxin,80
Rhbo3018,TRINITY_DN426_c0_g1::TRINITY_DN426_c0_g1_i11::g.4400::m.4400,4.891905188211931,ETE59988.1_1,Opha DNL type zinc finger protein ,Ophiophagus hannah,DNL-type zinc finger protein ,ThreeFTXs,1.23e-139,7.81,28.69,Trinity,Merger,Toxin,81
Rhbo3018,TRINITY_DN3361_c0_g2::TRINITY_DN3361_c0_g2_i2::g.40609::m.40609,4.868390453054454,ETE64098.1_1,Opha Endoplasmic reticulum metallopeptidase 1  ,Ophiophagus hannah,Endoplasmic reticulum metallopeptidase 1  ,SVMP,0,7.68,28.21,Trinity,Merger,Toxin,82
